As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHub Balance,Balance Difference,Match Status
2024-05-02,Alpha Corp,10010,10,USD,TAXES,ACCRUED LIABILITIES,93618,93621,-3,Break
2024-05-03,Gamma Inc,10001,5,GBP,LOANS,DEFERRED COSTS,54518,54518,0,Match
2024-05-03,Zeta Group,10001,5,GBP,LOANS,DEFERRED COSTS,91681,91681,0,Match
2024-05-03,Delta LLC,10001,5,JPY,LOANS,DEFERRED COSTS,8361,8361,0,Match
2024-05-03,Zeta Group,10002,3,GBP,CASH,ACCOUNTS PAYABLE,80651,80651,0,Match
2024-05-03,Gamma Inc,10002,3,JPY,CASH,ACCOUNTS PAYABLE,77029,77029,0,Match
2024-05-03,Delta LLC,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,86723,86723,0,Match
2024-05-03,Alpha Corp,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,98047,98047,0,Match
2024-05-03,Delta LLC,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,52624,52624,0,Match
2024-05-03,Beta Ltd,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,70528,70528,0,Match
2024-05-03,Alpha Corp,10005,6,CAD,REVENUE,EXPENSES,90995,90995,0,Match
2024-05-03,Delta LLC,10005,6,JPY,REVENUE,EXPENSES,5931,5931,0,Match
2024-05-03,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,48249,48249,0,Match
2024-05-03,Alpha Corp,10006,4,JPY,FIXED ASSETS,DEPRECIATION,56948,56943,5,Break
2024-05-03,Alpha Corp,10006,4,JPY,FIXED ASSETS,DEPRECIATION,51835,51835,0,Match
2024-05-03,Zeta Group,10006,4,GBP,FIXED ASSETS,DEPRECIATION,25165,25165,0,Match
2024-05-03,Gamma Inc,10007,8,GBP,BONDS,INTEREST PAYABLE,61808,61808,0,Match
2024-05-03,Beta Ltd,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,53837,53840,-3,Break
2024-05-03,Zeta Group,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,88505,88502,3,Break
2024-05-03,Delta LLC,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,41220,41220,0,Match
2024-05-03,Alpha Corp,10010,10,USD,TAXES,ACCRUED LIABILITIES,20576,20576.84,-0.84,Break
2024-05-03,Beta Ltd,10010,10,CAD,TAXES,ACCRUED LIABILITIES,72018,72018,0,Match
2024-05-03,Beta Ltd,10010,10,GBP,TAXES,ACCRUED LIABILITIES,57897,57897,0,Match
2024-05-04,Delta LLC,10001,5,USD,LOANS,DEFERRED COSTS,18513,18513,0,Match
2024-05-04,Alpha Corp,10001,5,GBP,LOANS,DEFERRED COSTS,62439,62439,0,Match
2024-05-04,Delta LLC,10004,2,USD,EQUITY,RETAINED EARNINGS,27019,27019,0,Match
2024-05-04,Zeta Group,10004,2,JPY,EQUITY,RETAINED EARNINGS,38168,38168,0,Match
2024-05-04,Beta Ltd,10004,2,EUR,EQUITY,RETAINED EARNINGS,95908,95908,0,Match
2024-05-04,Gamma Inc,10004,2,JPY,EQUITY,RETAINED EARNINGS,99346,99346,0,Match
2024-05-04,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,30021,30021,0,Match
2024-05-04,Alpha Corp,10006,4,CAD,FIXED ASSETS,DEPRECIATION,82126,82126,0,Match
2024-05-04,Zeta Group,10007,8,JPY,BONDS,INTEREST PAYABLE,36528,36528,0,Match
2024-05-04,Alpha Corp,10007,8,USD,BONDS,INTEREST PAYABLE,81566,81566,0,Match
2024-05-04,Gamma Inc,10008,1,USD,INVENTORY,COST OF GOODS SOLD,91607,91607,0,Match
2024-05-04,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,81538,81538,0,Match
2024-05-04,Beta Ltd,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,56757,56757,0,Match
2024-05-04,Delta LLC,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,45828,45828,0,Match
2024-05-04,Alpha Corp,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,92324,92324,0,Match
2024-05-04,Alpha Corp,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,3184,3184,0,Match
2024-05-04,Beta Ltd,10010,10,JPY,TAXES,ACCRUED LIABILITIES,50235,50235,0,Match
2024-05-05,Alpha Corp,10001,5,CAD,LOANS,DEFERRED COSTS,43898,43898,0,Match
2024-05-05,Gamma Inc,10001,5,GBP,LOANS,DEFERRED COSTS,91367,91367,0,Match
2024-05-05,Gamma Inc,10002,3,EUR,CASH,ACCOUNTS PAYABLE,11521,11521,0,Match
2024-05-05,Delta LLC,10002,3,CAD,CASH,ACCOUNTS PAYABLE,93390,93390,0,Match
2024-05-05,Delta LLC,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,47451,47451,0,Match
2024-05-05,Zeta Group,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,22823,22823,0,Match
2024-05-05,Delta LLC,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,62670,62670,0,Match
2024-05-05,Zeta Group,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,80729,80729,0,Match
2024-05-05,Gamma Inc,10005,6,JPY,REVENUE,EXPENSES,55578,55578,0,Match
2024-05-05,Gamma Inc,10005,6,USD,REVENUE,EXPENSES,69083,69083,0,Match
2024-05-05,Zeta Group,10005,6,JPY,REVENUE,EXPENSES,5374,5374,0,Match
2024-05-05,Gamma Inc,10007,8,JPY,BONDS,INTEREST PAYABLE,91717,91717,0,Match
2024-05-05,Gamma Inc,10007,8,CAD,BONDS,INTEREST PAYABLE,59335,59335,0,Match
2024-05-05,Alpha Corp,10007,8,EUR,BONDS,INTEREST PAYABLE,47925,47925,0,Match
2024-05-05,Gamma Inc,10007,8,CAD,BONDS,INTEREST PAYABLE,94340,94340,0,Match
2024-05-05,Delta LLC,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,81416,81415.49,0.51,Break
2024-05-05,Zeta Group,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,58006,58006,0,Match
2024-05-06,Alpha Corp,10001,5,GBP,LOANS,DEFERRED COSTS,21978,21978,0,Match
2024-05-06,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,50842,50842,0,Match
2024-05-06,Alpha Corp,10007,8,GBP,BONDS,INTEREST PAYABLE,59351,59351,0,Match
2024-05-06,Beta Ltd,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,47446,47446,0,Match
2024-05-06,Delta LLC,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,3327,3327,0,Match
2024-05-06,Alpha Corp,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,57365,57365,0,Match
2024-05-06,Alpha Corp,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,94914,94914,0,Match
2024-05-07,Gamma Inc,10002,3,CAD,CASH,ACCOUNTS PAYABLE,19686,19685.3,0.7,Break
2024-05-07,Delta LLC,10002,3,USD,CASH,ACCOUNTS PAYABLE,89901,89901,0,Match
2024-05-07,Beta Ltd,10002,3,GBP,CASH,ACCOUNTS PAYABLE,53913,53913,0,Match
2024-05-07,Delta LLC,10002,3,JPY,CASH,ACCOUNTS PAYABLE,59600,5960,53640,Break
2024-05-07,Beta Ltd,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,71455,71455,0,Match
2024-05-07,Delta LLC,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,40863,40863,0,Match
2024-05-07,Beta Ltd,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,29241,29241,0,Match
2024-05-07,Beta Ltd,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,48011,48011,0,Match
2024-05-07,Alpha Corp,10004,2,EUR,EQUITY,RETAINED EARNINGS,48165,48165,0,Match
2024-05-07,Zeta Group,10004,2,JPY,EQUITY,RETAINED EARNINGS,91358,91358,0,Match
2024-05-07,Delta LLC,10004,2,EUR,EQUITY,RETAINED EARNINGS,29785,29785,0,Match
2024-05-07,Alpha Corp,10004,2,USD,EQUITY,RETAINED EARNINGS,9524,9524,0,Match
2024-05-07,Delta LLC,10006,4,EUR,FIXED ASSETS,DEPRECIATION,43169,43169,0,Match
2024-05-07,Beta Ltd,10008,1,USD,INVENTORY,COST OF GOODS SOLD,40895,40895,0,Match
2024-05-07,Alpha Corp,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,98851,98851,0,Match
2024-05-07,Zeta Group,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,81765,81765,0,Match
2024-05-07,Delta LLC,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,7971,7970.7,0.3,Break
2024-05-07,Zeta Group,10010,10,EUR,TAXES,ACCRUED LIABILITIES,9824,9824,0,Match
2024-05-07,Alpha Corp,10010,10,USD,TAXES,ACCRUED LIABILITIES,33810,33810,0,Match
2024-05-07,Delta LLC,10010,10,EUR,TAXES,ACCRUED LIABILITIES,8200,8200,0,Match
2024-05-07,Delta LLC,10010,10,EUR,TAXES,ACCRUED LIABILITIES,24822,24822,0,Match
2024-05-08,Gamma Inc,10006,4,EUR,FIXED ASSETS,DEPRECIATION,36318,36318,0,Match
2024-05-08,Alpha Corp,10006,4,GBP,FIXED ASSETS,DEPRECIATION,8851,8851,0,Match
2024-05-08,Gamma Inc,10007,8,GBP,BONDS,INTEREST PAYABLE,38147,38147,0,Match
2024-05-08,Beta Ltd,10007,8,USD,BONDS,INTEREST PAYABLE,23746,23746,0,Match
2024-05-08,Gamma Inc,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,5145,5145,0,Match
2024-05-08,Beta Ltd,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,88292,88291.6,0.4,Break
2024-05-08,Alpha Corp,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,68064,68064,0,Match
2024-05-08,Gamma Inc,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,80419,80469,-50,Break
2024-05-08,Gamma Inc,10010,10,JPY,TAXES,ACCRUED LIABILITIES,99823,99823,0,Match
2024-05-08,Gamma Inc,10010,10,CAD,TAXES,ACCRUED LIABILITIES,75378,75378,0,Match
2024-05-09,Delta LLC,10001,5,JPY,LOANS,DEFERRED COSTS,56876,56876,0,Match
2024-05-09,Zeta Group,10001,5,JPY,LOANS,DEFERRED COSTS,22130,22130,0,Match
2024-05-09,Zeta Group,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,38785,38785,0,Match
2024-05-09,Beta Ltd,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,77699,77699,0,Match
2024-05-09,Delta LLC,10004,2,GBP,EQUITY,RETAINED EARNINGS,39575,39575,0,Match
2024-05-09,Delta LLC,10008,1,USD,INVENTORY,COST OF GOODS SOLD,84909,84909,0,Match
2024-05-09,Gamma Inc,10008,1,USD,INVENTORY,COST OF GOODS SOLD,15811,15811,0,Match
2024-05-09,Beta Ltd,10010,10,EUR,TAXES,ACCRUED LIABILITIES,77336,77336,0,Match
2024-05-10,Gamma Inc,10001,5,USD,LOANS,DEFERRED COSTS,62598,52598,10000,Break
2024-05-10,Alpha Corp,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,3164,3164,0,Match
2024-05-10,Beta Ltd,10005,6,JPY,REVENUE,EXPENSES,85878,85878,0,Match
2024-05-10,Zeta Group,10005,6,EUR,REVENUE,EXPENSES,7561,7561,0,Match
2024-05-10,Zeta Group,10005,6,GBP,REVENUE,EXPENSES,62470,62470,0,Match
2024-05-10,Alpha Corp,10005,6,USD,REVENUE,EXPENSES,32447,32447,0,Match
2024-05-10,Gamma Inc,10006,4,JPY,FIXED ASSETS,DEPRECIATION,1868,1868,0,Match
2024-05-10,Beta Ltd,10007,8,JPY,BONDS,INTEREST PAYABLE,73395,73392,3,Break
2024-05-10,Beta Ltd,10007,8,JPY,BONDS,INTEREST PAYABLE,25819,25819,0,Match
2024-05-10,Alpha Corp,10007,8,GBP,BONDS,INTEREST PAYABLE,2772,2772,0,Match
2024-05-10,Delta LLC,10007,8,USD,BONDS,INTEREST PAYABLE,59675,59675,0,Match
2024-05-10,Alpha Corp,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,42369,42369,0,Match
2024-05-10,Alpha Corp,10008,1,USD,INVENTORY,COST OF GOODS SOLD,71342,71342,0,Match
2024-05-11,Zeta Group,10001,5,GBP,LOANS,DEFERRED COSTS,64689,64689,0,Match
2024-05-11,Gamma Inc,10001,5,GBP,LOANS,DEFERRED COSTS,18360,18360,0,Match
2024-05-11,Beta Ltd,10004,2,CAD,EQUITY,RETAINED EARNINGS,99832,99832,0,Match
2024-05-11,Gamma Inc,10004,2,USD,EQUITY,RETAINED EARNINGS,16719,16719,0,Match
2024-05-11,Delta LLC,10005,6,USD,REVENUE,EXPENSES,77683,77683,0,Match
2024-05-11,Zeta Group,10006,4,GBP,FIXED ASSETS,DEPRECIATION,18185,18185,0,Match
2024-05-11,Zeta Group,10006,4,USD,FIXED ASSETS,DEPRECIATION,76686,76686,0,Match
2024-05-11,Delta LLC,10006,4,CAD,FIXED ASSETS,DEPRECIATION,83407,83407,0,Match
2024-05-11,Delta LLC,10006,4,EUR,FIXED ASSETS,DEPRECIATION,30488,30488,0,Match
2024-05-11,Beta Ltd,10007,8,USD,BONDS,INTEREST PAYABLE,70423,70423,0,Match
2024-05-11,Gamma Inc,10007,8,CAD,BONDS,INTEREST PAYABLE,98333,98333,0,Match
2024-05-11,Zeta Group,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,91235,91235,0,Match
2024-05-11,Zeta Group,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,37595,37595,0,Match
2024-05-12,Zeta Group,10002,3,GBP,CASH,ACCOUNTS PAYABLE,97500,97500,0,Match
2024-05-12,Zeta Group,10002,3,USD,CASH,ACCOUNTS PAYABLE,6199,6199,0,Match
2024-05-12,Zeta Group,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,78671,78671,0,Match
2024-05-12,Delta LLC,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,16174,16174,0,Match
2024-05-12,Gamma Inc,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,8832,88324,-79492,Break
2024-05-12,Alpha Corp,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,35978,35978,0,Match
2024-05-12,Alpha Corp,10005,6,EUR,REVENUE,EXPENSES,62261,62261,0,Match
2024-05-12,Zeta Group,10005,6,EUR,REVENUE,EXPENSES,75438,75438,0,Match
2024-05-12,Delta LLC,10006,4,USD,FIXED ASSETS,DEPRECIATION,51707,51707,0,Match
2024-05-12,Zeta Group,10007,8,JPY,BONDS,INTEREST PAYABLE,49126,49126,0,Match
2024-05-12,Gamma Inc,10007,8,EUR,BONDS,INTEREST PAYABLE,61443,61443,0,Match
2024-05-12,Zeta Group,10007,8,CAD,BONDS,INTEREST PAYABLE,67622,67622,0,Match
2024-05-12,Delta LLC,10007,8,GBP,BONDS,INTEREST PAYABLE,68593,68593,0,Match
2024-05-12,Delta LLC,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,32351,32351,0,Match
2024-05-12,Beta Ltd,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,16572,16572,0,Match
2024-05-12,Zeta Group,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,75503,75503,0,Match
2024-05-13,Delta LLC,10001,5,EUR,LOANS,DEFERRED COSTS,92447,92447,0,Match
2024-05-13,Alpha Corp,10001,5,USD,LOANS,DEFERRED COSTS,82672,82672,0,Match
2024-05-13,Gamma Inc,10002,3,GBP,CASH,ACCOUNTS PAYABLE,3079,3079,0,Match
2024-05-13,Beta Ltd,10002,3,USD,CASH,ACCOUNTS PAYABLE,27369,27369,0,Match
2024-05-13,Beta Ltd,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,48569,48569,0,Match
2024-05-13,Alpha Corp,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,84587,84587,0,Match
2024-05-13,Gamma Inc,10005,6,GBP,REVENUE,EXPENSES,17401,17401,0,Match
2024-05-13,Alpha Corp,10005,6,JPY,REVENUE,EXPENSES,17344,17344,0,Match
2024-05-13,Gamma Inc,10005,6,CAD,REVENUE,EXPENSES,36258,36258,0,Match
2024-05-13,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,76471,76471,0,Match
2024-05-13,Delta LLC,10007,8,GBP,BONDS,INTEREST PAYABLE,12514,12514,0,Match
2024-05-13,Beta Ltd,10007,8,GBP,BONDS,INTEREST PAYABLE,95628,95628.37,-0.37,Break
2024-05-13,Beta Ltd,10007,8,USD,BONDS,INTEREST PAYABLE,23743,23743,0,Match
2024-05-13,Beta Ltd,10007,8,EUR,BONDS,INTEREST PAYABLE,64491,64491,0,Match
2024-05-13,Beta Ltd,10008,1,USD,INVENTORY,COST OF GOODS SOLD,27241,27241,0,Match
2024-05-13,Beta Ltd,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,86932,86932,0,Match
2024-05-13,Alpha Corp,10008,1,USD,INVENTORY,COST OF GOODS SOLD,64459,64459,0,Match
2024-05-13,Alpha Corp,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,63083,63083,0,Match
2024-05-13,Alpha Corp,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,70262,70261.14,0.86,Break
2024-05-13,Beta Ltd,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,84425,84425,0,Match
2024-05-13,Beta Ltd,10010,10,CAD,TAXES,ACCRUED LIABILITIES,38097,38097,0,Match
2024-05-13,Beta Ltd,10010,10,CAD,TAXES,ACCRUED LIABILITIES,69871,69871,0,Match
2024-05-14,Gamma Inc,10001,5,GBP,LOANS,DEFERRED COSTS,84720,84720,0,Match
2024-05-14,Gamma Inc,10001,5,EUR,LOANS,DEFERRED COSTS,13960,13960,0,Match
2024-05-14,Alpha Corp,10001,5,CAD,LOANS,DEFERRED COSTS,74944,74944,0,Match
2024-05-14,Alpha Corp,10002,3,USD,CASH,ACCOUNTS PAYABLE,57394,57394,0,Match
2024-05-14,Beta Ltd,10002,3,JPY,CASH,ACCOUNTS PAYABLE,74921,74921,0,Match
2024-05-14,Zeta Group,10002,3,GBP,CASH,ACCOUNTS PAYABLE,32608,32608,0,Match
2024-05-14,Gamma Inc,10004,2,EUR,EQUITY,RETAINED EARNINGS,25634,25634,0,Match
2024-05-14,Delta LLC,10004,2,GBP,EQUITY,RETAINED EARNINGS,75679,75679,0,Match
2024-05-14,Beta Ltd,10004,2,CAD,EQUITY,RETAINED EARNINGS,20522,20522,0,Match
2024-05-14,Gamma Inc,10004,2,JPY,EQUITY,RETAINED EARNINGS,88657,88657,0,Match
2024-05-14,Delta LLC,10005,6,CAD,REVENUE,EXPENSES,9851,9851,0,Match
2024-05-14,Zeta Group,10005,6,CAD,REVENUE,EXPENSES,657830,65783,592047,Break
2024-05-14,Gamma Inc,10007,8,EUR,BONDS,INTEREST PAYABLE,45303,45303,0,Match
2024-05-14,Alpha Corp,10007,8,JPY,BONDS,INTEREST PAYABLE,50991,50991,0,Match
2024-05-14,Gamma Inc,10007,8,EUR,BONDS,INTEREST PAYABLE,15468,15468,0,Match
2024-05-14,Gamma Inc,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,826140,82614,743526,Break
2024-05-14,Gamma Inc,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,38362,38362.34,-0.34,Break
2024-05-14,Alpha Corp,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,85623,85623,0,Match
2024-05-14,Beta Ltd,10010,10,USD,TAXES,ACCRUED LIABILITIES,93705,93705,0,Match
2024-05-14,Gamma Inc,10010,10,CAD,TAXES,ACCRUED LIABILITIES,87705,87705,0,Match
2024-05-14,Alpha Corp,10010,10,GBP,TAXES,ACCRUED LIABILITIES,90516,90515.97,0.03,Break
2024-05-14,Beta Ltd,10010,10,USD,TAXES,ACCRUED LIABILITIES,7385,7385,0,Match
2024-05-15,Delta LLC,10001,5,GBP,LOANS,DEFERRED COSTS,97156,97156,0,Match
2024-05-15,Zeta Group,10001,5,JPY,LOANS,DEFERRED COSTS,52192,52192,0,Match
2024-05-15,Gamma Inc,10001,5,GBP,LOANS,DEFERRED COSTS,60642,60642,0,Match
2024-05-15,Alpha Corp,10005,6,CAD,REVENUE,EXPENSES,45214,45214,0,Match
2024-05-15,Delta LLC,10006,4,JPY,FIXED ASSETS,DEPRECIATION,12988,12988,0,Match
2024-05-15,Zeta Group,10006,4,USD,FIXED ASSETS,DEPRECIATION,79202,79202,0,Match
2024-05-15,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,62799,62799,0,Match
2024-05-15,Alpha Corp,10006,4,GBP,FIXED ASSETS,DEPRECIATION,46496,46496,0,Match
2024-05-15,Alpha Corp,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,4829,4829,0,Match
2024-05-15,Gamma Inc,10010,10,USD,TAXES,ACCRUED LIABILITIES,47221,47221,0,Match
2024-05-15,Delta LLC,10010,10,EUR,TAXES,ACCRUED LIABILITIES,65741,65741,0,Match
2024-05-16,Alpha Corp,10001,5,JPY,LOANS,DEFERRED COSTS,48514,48514,0,Match
2024-05-16,Delta LLC,10001,5,CAD,LOANS,DEFERRED COSTS,11190,11190,0,Match
2024-05-16,Gamma Inc,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,39409,39409,0,Match
2024-05-16,Alpha Corp,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,69921,69921,0,Match
2024-05-16,Alpha Corp,10005,6,CAD,REVENUE,EXPENSES,28587,28587,0,Match
2024-05-16,Alpha Corp,10005,6,JPY,REVENUE,EXPENSES,29532,29532,0,Match
2024-05-16,Delta LLC,10005,6,JPY,REVENUE,EXPENSES,8704,87040,-78336,Break
2024-05-16,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,89884,89884,0,Match
2024-05-16,Zeta Group,10007,8,USD,BONDS,INTEREST PAYABLE,99459,99459,0,Match
2024-05-16,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,95153,95153,0,Match
2024-05-16,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,23363,23363,0,Match
2024-05-16,Alpha Corp,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,34289,34289,0,Match
2024-05-16,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,64096,64096,0,Match
2024-05-16,Delta LLC,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,40676,40676,0,Match
2024-05-16,Gamma Inc,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,99514,99514,0,Match
2024-05-16,Alpha Corp,10010,10,CAD,TAXES,ACCRUED LIABILITIES,8244,8244,0,Match
2024-05-16,Zeta Group,10010,10,EUR,TAXES,ACCRUED LIABILITIES,92312,92312,0,Match
2024-05-16,Delta LLC,10010,10,USD,TAXES,ACCRUED LIABILITIES,66322,66322,0,Match
2024-05-17,Delta LLC,10001,5,JPY,LOANS,DEFERRED COSTS,56866,56866,0,Match
2024-05-17,Alpha Corp,10002,3,GBP,CASH,ACCOUNTS PAYABLE,9603,9603,0,Match
2024-05-17,Delta LLC,10002,3,GBP,CASH,ACCOUNTS PAYABLE,53285,53285,0,Match
2024-05-17,Zeta Group,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,22411,22411,0,Match
2024-05-17,Gamma Inc,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,70095,70095,0,Match
2024-05-17,Zeta Group,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,70938,70938,0,Match
2024-05-17,Beta Ltd,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,12286,12286,0,Match
2024-05-17,Zeta Group,10005,6,EUR,REVENUE,EXPENSES,7602,7602,0,Match
2024-05-17,Zeta Group,10005,6,EUR,REVENUE,EXPENSES,7718,7718,0,Match
2024-05-17,Delta LLC,10006,4,EUR,FIXED ASSETS,DEPRECIATION,96141,96141,0,Match
2024-05-17,Beta Ltd,10006,4,EUR,FIXED ASSETS,DEPRECIATION,8638,8638,0,Match
2024-05-17,Delta LLC,10006,4,EUR,FIXED ASSETS,DEPRECIATION,76266,76266,0,Match
2024-05-17,Gamma Inc,10007,8,GBP,BONDS,INTEREST PAYABLE,78237,78237,0,Match
2024-05-17,Gamma Inc,10007,8,USD,BONDS,INTEREST PAYABLE,87570,87570,0,Match
2024-05-17,Delta LLC,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,25383,25283,100,Break
2024-05-18,Beta Ltd,10001,5,CAD,LOANS,DEFERRED COSTS,84867,84867,0,Match
2024-05-18,Gamma Inc,10002,3,USD,CASH,ACCOUNTS PAYABLE,27290,27290,0,Match
2024-05-18,Gamma Inc,10002,3,GBP,CASH,ACCOUNTS PAYABLE,38879,38879,0,Match
2024-05-18,Delta LLC,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,74419,74419,0,Match
2024-05-18,Gamma Inc,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,93866,93866,0,Match
2024-05-18,Gamma Inc,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,81986,81986,0,Match
2024-05-18,Beta Ltd,10004,2,JPY,EQUITY,RETAINED EARNINGS,96582,96582,0,Match
2024-05-18,Beta Ltd,10004,2,GBP,EQUITY,RETAINED EARNINGS,74482,74482,0,Match
2024-05-18,Alpha Corp,10004,2,GBP,EQUITY,RETAINED EARNINGS,86248,86248,0,Match
2024-05-18,Zeta Group,10004,2,CAD,EQUITY,RETAINED EARNINGS,52332,52332,0,Match
2024-05-18,Gamma Inc,10005,6,EUR,REVENUE,EXPENSES,62546,62546,0,Match
2024-05-18,Beta Ltd,10005,6,JPY,REVENUE,EXPENSES,96785,96785,0,Match
2024-05-18,Gamma Inc,10005,6,USD,REVENUE,EXPENSES,72458,72458,0,Match
2024-05-18,Gamma Inc,10007,8,GBP,BONDS,INTEREST PAYABLE,69528,69528,0,Match
2024-05-18,Gamma Inc,10007,8,JPY,BONDS,INTEREST PAYABLE,45698,45698,0,Match
2024-05-18,Gamma Inc,10008,1,USD,INVENTORY,COST OF GOODS SOLD,50584,50584,0,Match
2024-05-18,Alpha Corp,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,93055,93055,0,Match
2024-05-18,Alpha Corp,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,25235,25235,0,Match
2024-05-18,Beta Ltd,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,95433,95433,0,Match
2024-05-18,Gamma Inc,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,3017,3017,0,Match
2024-05-19,Beta Ltd,10002,3,JPY,CASH,ACCOUNTS PAYABLE,4313,4313,0,Match
2024-05-19,Gamma Inc,10002,3,CAD,CASH,ACCOUNTS PAYABLE,1373,1373,0,Match
2024-05-19,Gamma Inc,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,48654,48654,0,Match
2024-05-19,Delta LLC,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,63457,63457,0,Match
2024-05-19,Alpha Corp,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,55479,55479,0,Match
