As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHub Balance,Balance Difference,Match Status
2024-05-14,Delta LLC,10005,6,GBP,REVENUE,EXPENSES,86016.54,86016.54,0.0,Match
2024-05-14,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,68102.35,68102.35,0.0,Match
2024-05-14,Beta Ltd,10008,1,USD,INVENTORY,COST OF GOODS SOLD,45267.03,45267.03,0.0,Match
2024-05-14,Alpha Corp,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,14705.59,14705.59,0.0,Match
2024-05-14,Beta Ltd,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,39831.4,39831.4,0.0,Match
2024-05-14,Gamma Inc,10008,1,USD,INVENTORY,COST OF GOODS SOLD,41927.98,41927.98,0.0,Match
2024-05-14,Zeta Group,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,79645.07,79645.07,0.0,Match
2024-05-15,Gamma Inc,10002,3,EUR,CASH,ACCOUNTS PAYABLE,30185.22,30185.22,0.0,Match
2024-05-15,Beta Ltd,10002,3,USD,CASH,ACCOUNTS PAYABLE,20592.21,20592.21,0.0,Match
2024-05-15,Delta LLC,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,34054.29,34054.29,0.0,Match
2024-05-15,Delta LLC,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,33629.63,33629.63,0.0,Match
2024-05-15,Zeta Group,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,30601.46,30601.46,0.0,Match
2024-05-15,Alpha Corp,10004,2,JPY,EQUITY,RETAINED EARNINGS,42306.56,42306.56,0.0,Match
2024-05-15,Beta Ltd,10004,2,EUR,EQUITY,RETAINED EARNINGS,1659.96,1659.96,0.0,Match
2024-05-15,Alpha Corp,10005,6,EUR,REVENUE,EXPENSES,94781.57,94781.57,0.0,Match
2024-05-15,Alpha Corp,10005,6,GBP,REVENUE,EXPENSES,51649.13,51649.13,0.0,Match
2024-05-15,Delta LLC,10005,6,JPY,REVENUE,EXPENSES,28742.48,28742.48,0.0,Match
2024-05-15,Beta Ltd,10007,8,EUR,BONDS,INTEREST PAYABLE,1492.47,1492.47,0.0,Match
2024-05-15,Gamma Inc,10007,8,GBP,BONDS,INTEREST PAYABLE,72031.04,72031.04,0.0,Match
2024-05-15,Beta Ltd,10007,8,CAD,BONDS,INTEREST PAYABLE,75613.26,75613.26,0.0,Match
2024-05-15,Gamma Inc,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,1996.56,1996.56,0.0,Match
2024-05-15,Beta Ltd,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,93932.9,93932.9,0.0,Match
2024-05-15,Alpha Corp,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,1030.21,1030.21,0.0,Match
2024-05-15,Alpha Corp,10010,10,GBP,TAXES,ACCRUED LIABILITIES,41512.75,41512.75,0.0,Match
2024-05-15,Alpha Corp,10010,10,EUR,TAXES,ACCRUED LIABILITIES,66116.42,66116.42,0.0,Match
2024-05-16,Beta Ltd,10001,5,USD,LOANS,DEFERRED COSTS,66951.14,66951.14,0.0,Match
2024-05-16,Zeta Group,10001,5,EUR,LOANS,DEFERRED COSTS,41625.28,41625.28,0.0,Match
2024-05-16,Delta LLC,10001,5,JPY,LOANS,DEFERRED COSTS,58887.66,58887.66,0.0,Match
2024-05-16,Gamma Inc,10001,5,EUR,LOANS,DEFERRED COSTS,89214.21,89214.21,0.0,Match
2024-05-16,Alpha Corp,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,21412.59,21412.59,0.0,Match
2024-05-16,Gamma Inc,10004,2,CAD,EQUITY,RETAINED EARNINGS,39545.07,39545.07,0.0,Match
2024-05-16,Alpha Corp,10005,6,EUR,REVENUE,EXPENSES,82671.44,81813.25,858.19,Break
2024-05-16,Alpha Corp,10005,6,EUR,REVENUE,EXPENSES,18298.18,18298.18,0.0,Match
2024-05-16,Alpha Corp,10005,6,JPY,REVENUE,EXPENSES,58944.84,58944.84,0.0,Match
2024-05-16,Delta LLC,10006,4,GBP,FIXED ASSETS,DEPRECIATION,93359.23,93359.23,0.0,Match
2024-05-16,Delta LLC,10006,4,EUR,FIXED ASSETS,DEPRECIATION,19244.13,19244.13,0.0,Match
2024-05-16,Gamma Inc,10006,4,USD,FIXED ASSETS,DEPRECIATION,91314.15,91314.15,0.0,Match
2024-05-16,Zeta Group,10007,8,JPY,BONDS,INTEREST PAYABLE,47274.12,47274.12,0.0,Match
2024-05-16,Delta LLC,10007,8,CAD,BONDS,INTEREST PAYABLE,60244.85,60244.85,0.0,Match
2024-05-16,Delta LLC,10007,8,GBP,BONDS,INTEREST PAYABLE,3389.44,3389.44,0.0,Match
2024-05-16,Delta LLC,10007,8,USD,BONDS,INTEREST PAYABLE,19613.26,19613.26,0.0,Match
2024-05-16,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,31301.47,31301.47,0.0,Match
2024-05-17,Delta LLC,10002,3,USD,CASH,ACCOUNTS PAYABLE,64349.83,64349.83,0.0,Match
2024-05-17,Alpha Corp,10002,3,USD,CASH,ACCOUNTS PAYABLE,76743.34,75773.03,970.31,Break
2024-05-17,Alpha Corp,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,78557.28,78557.28,0.0,Match
2024-05-17,Beta Ltd,10004,2,CAD,EQUITY,RETAINED EARNINGS,71236.85,71236.85,0.0,Match
2024-05-17,Delta LLC,10004,2,USD,EQUITY,RETAINED EARNINGS,28860.22,28860.22,0.0,Match
2024-05-17,Alpha Corp,10004,2,USD,EQUITY,RETAINED EARNINGS,38335.37,38335.37,0.0,Match
2024-05-17,Delta LLC,10004,2,JPY,EQUITY,RETAINED EARNINGS,77304.88,76201.42,1103.46,Break
2024-05-17,Beta Ltd,10005,6,EUR,REVENUE,EXPENSES,91427.91,91427.91,0.0,Match
2024-05-17,Beta Ltd,10005,6,EUR,REVENUE,EXPENSES,13898.25,13898.25,0.0,Match
2024-05-17,Zeta Group,10007,8,USD,BONDS,INTEREST PAYABLE,58054.38,58054.38,0.0,Match
2024-05-17,Zeta Group,10010,10,USD,TAXES,ACCRUED LIABILITIES,93606.82,93606.82,0.0,Match
2024-05-17,Zeta Group,10010,10,JPY,TAXES,ACCRUED LIABILITIES,46924.39,46924.39,0.0,Match
2024-05-18,Zeta Group,10001,5,JPY,LOANS,DEFERRED COSTS,53603.75,53603.75,0.0,Match
2024-05-18,Delta LLC,10002,3,CAD,CASH,ACCOUNTS PAYABLE,54927.95,54927.95,0.0,Match
2024-05-18,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,26706.17,26706.17,0.0,Match
2024-05-18,Delta LLC,10005,6,EUR,REVENUE,EXPENSES,86846.03,86846.03,0.0,Match
2024-05-18,Zeta Group,10005,6,EUR,REVENUE,EXPENSES,80736.27,81795.03,-1058.76,Break
2024-05-18,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,37725.55,37725.55,0.0,Match
2024-05-18,Alpha Corp,10007,8,JPY,BONDS,INTEREST PAYABLE,75034.53,75687.72,-653.19,Break
2024-05-18,Zeta Group,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,26532.65,26532.65,0.0,Match
2024-05-19,Alpha Corp,10002,3,GBP,CASH,ACCOUNTS PAYABLE,98110.9,98110.9,0.0,Match
2024-05-19,Beta Ltd,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,45611.32,45611.32,0.0,Match
2024-05-19,Beta Ltd,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,28324.04,28324.04,0.0,Match
2024-05-19,Alpha Corp,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,4579.29,4579.29,0.0,Match
2024-05-19,Zeta Group,10005,6,CAD,REVENUE,EXPENSES,60815.99,60815.99,0.0,Match
2024-05-20,Gamma Inc,10002,3,USD,CASH,ACCOUNTS PAYABLE,40624.17,39597.3,1026.87,Break
2024-05-20,Zeta Group,10002,3,USD,CASH,ACCOUNTS PAYABLE,82393.32,83479.0,-1085.68,Break
2024-05-20,Delta LLC,10002,3,USD,CASH,ACCOUNTS PAYABLE,49965.21,48912.2,1053.01,Break
2024-05-20,Zeta Group,10002,3,USD,CASH,ACCOUNTS PAYABLE,19834.73,19834.73,0.0,Match
2024-05-20,Delta LLC,10004,2,USD,EQUITY,RETAINED EARNINGS,97268.84,97268.84,0.0,Match
2024-05-20,Alpha Corp,10004,2,EUR,EQUITY,RETAINED EARNINGS,41279.77,41279.77,0.0,Match
2024-05-20,Zeta Group,10006,4,EUR,FIXED ASSETS,DEPRECIATION,12013.3,12865.05,-851.75,Break
2024-05-20,Beta Ltd,10007,8,GBP,BONDS,INTEREST PAYABLE,79436.02,79436.02,0.0,Match
2024-05-20,Beta Ltd,10008,1,USD,INVENTORY,COST OF GOODS SOLD,94154.73,94154.73,0.0,Match
2024-05-20,Beta Ltd,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,15810.25,15810.25,0.0,Match
2024-05-20,Zeta Group,10008,1,USD,INVENTORY,COST OF GOODS SOLD,18483.06,18483.06,0.0,Match
2024-05-20,Zeta Group,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,53054.41,53054.41,0.0,Match
2024-05-20,Beta Ltd,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,3615.67,3615.67,0.0,Match
2024-05-20,Delta LLC,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,17888.55,17888.55,0.0,Match
2024-05-20,Zeta Group,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,38348.77,38348.77,0.0,Match
2024-05-20,Delta LLC,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,68361.3,68361.3,0.0,Match
2024-05-20,Zeta Group,10010,10,EUR,TAXES,ACCRUED LIABILITIES,52730.73,52730.73,0.0,Match
2024-05-21,Delta LLC,10002,3,EUR,CASH,ACCOUNTS PAYABLE,50599.9,50599.9,0.0,Match
2024-05-21,Delta LLC,10002,3,CAD,CASH,ACCOUNTS PAYABLE,59429.21,59429.21,0.0,Match
2024-05-21,Gamma Inc,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,20592.99,20592.99,0.0,Match
2024-05-21,Delta LLC,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,63062.16,62215.9,846.26,Break
2024-05-21,Gamma Inc,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,89608.2,89608.2,0.0,Match
2024-05-21,Beta Ltd,10005,6,JPY,REVENUE,EXPENSES,34039.9,34039.9,0.0,Match
2024-05-21,Gamma Inc,10005,6,USD,REVENUE,EXPENSES,24204.95,24204.95,0.0,Match
2024-05-21,Gamma Inc,10006,4,EUR,FIXED ASSETS,DEPRECIATION,79334.62,79334.62,0.0,Match
2024-05-21,Alpha Corp,10006,4,CAD,FIXED ASSETS,DEPRECIATION,13348.51,13348.51,0.0,Match
2024-05-21,Alpha Corp,10006,4,USD,FIXED ASSETS,DEPRECIATION,1082.05,1082.05,0.0,Match
2024-05-21,Delta LLC,10007,8,USD,BONDS,INTEREST PAYABLE,64303.7,64303.7,0.0,Match
2024-05-21,Delta LLC,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,25770.24,25770.24,0.0,Match
2024-05-21,Delta LLC,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,19461.53,18503.17,958.36,Break
2024-05-21,Delta LLC,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,8807.69,8807.69,0.0,Match
2024-05-21,Delta LLC,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,1011.79,1011.79,0.0,Match
2024-05-21,Delta LLC,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,23844.25,25490.93,-1646.68,Break
2024-05-22,Gamma Inc,10001,5,GBP,LOANS,DEFERRED COSTS,78213.44,78213.44,0.0,Match
2024-05-22,Gamma Inc,10001,5,GBP,LOANS,DEFERRED COSTS,16326.98,16326.98,0.0,Match
2024-05-22,Delta LLC,10004,2,USD,EQUITY,RETAINED EARNINGS,83549.51,84565.84,-1016.33,Break
2024-05-22,Beta Ltd,10004,2,USD,EQUITY,RETAINED EARNINGS,54143.97,54143.97,0.0,Match
2024-05-22,Gamma Inc,10004,2,CAD,EQUITY,RETAINED EARNINGS,6936.41,6936.41,0.0,Match
2024-05-22,Delta LLC,10007,8,JPY,BONDS,INTEREST PAYABLE,86368.26,86368.26,0.0,Match
2024-05-22,Gamma Inc,10007,8,JPY,BONDS,INTEREST PAYABLE,29058.07,29058.07,0.0,Match
2024-05-22,Delta LLC,10007,8,USD,BONDS,INTEREST PAYABLE,14295.47,14295.47,0.0,Match
2024-05-22,Beta Ltd,10007,8,JPY,BONDS,INTEREST PAYABLE,7010.88,7010.88,0.0,Match
2024-05-22,Alpha Corp,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,67007.21,67007.21,0.0,Match
2024-05-22,Delta LLC,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,93083.37,93083.37,0.0,Match
2024-05-22,Alpha Corp,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,15319.91,15319.91,0.0,Match
2024-05-22,Alpha Corp,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,78599.23,78599.23,0.0,Match
2024-05-22,Beta Ltd,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,24024.42,24024.42,0.0,Match
2024-05-22,Alpha Corp,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,34074.72,34074.72,0.0,Match
2024-05-22,Alpha Corp,10010,10,USD,TAXES,ACCRUED LIABILITIES,77062.24,77062.24,0.0,Match
2024-05-22,Zeta Group,10010,10,JPY,TAXES,ACCRUED LIABILITIES,37623.19,37623.19,0.0,Match
2024-05-23,Zeta Group,10001,5,EUR,LOANS,DEFERRED COSTS,23441.44,23441.44,0.0,Match
2024-05-23,Beta Ltd,10002,3,GBP,CASH,ACCOUNTS PAYABLE,26818.14,26818.14,0.0,Match
2024-05-23,Beta Ltd,10002,3,USD,CASH,ACCOUNTS PAYABLE,92787.94,92787.94,0.0,Match
2024-05-23,Gamma Inc,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,79873.83,79873.83,0.0,Match
2024-05-23,Beta Ltd,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,23521.53,23521.53,0.0,Match
2024-05-23,Delta LLC,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,38153.58,38153.58,0.0,Match
2024-05-23,Alpha Corp,10004,2,EUR,EQUITY,RETAINED EARNINGS,58169.72,58169.72,0.0,Match
2024-05-23,Gamma Inc,10004,2,USD,EQUITY,RETAINED EARNINGS,98017.46,98017.46,0.0,Match
2024-05-23,Zeta Group,10005,6,JPY,REVENUE,EXPENSES,20072.77,20072.77,0.0,Match
2024-05-23,Delta LLC,10006,4,CAD,FIXED ASSETS,DEPRECIATION,52331.33,52331.33,0.0,Match
2024-05-23,Gamma Inc,10006,4,EUR,FIXED ASSETS,DEPRECIATION,89475.5,89475.5,0.0,Match
2024-05-23,Zeta Group,10006,4,CAD,FIXED ASSETS,DEPRECIATION,52775.1,52775.1,0.0,Match
2024-05-23,Beta Ltd,10006,4,GBP,FIXED ASSETS,DEPRECIATION,60012.45,60012.45,0.0,Match
2024-05-23,Alpha Corp,10007,8,USD,BONDS,INTEREST PAYABLE,84990.88,84990.88,0.0,Match
2024-05-23,Beta Ltd,10007,8,EUR,BONDS,INTEREST PAYABLE,27598.57,27598.57,0.0,Match
2024-05-23,Beta Ltd,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,98014.67,98014.67,0.0,Match
2024-05-23,Beta Ltd,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,87611.04,87611.04,0.0,Match
2024-05-23,Gamma Inc,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,22685.59,22685.59,0.0,Match
2024-05-23,Zeta Group,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,34572.78,34572.78,0.0,Match
2024-05-23,Alpha Corp,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,41788.85,41788.85,0.0,Match
2024-05-23,Beta Ltd,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,24012.02,24012.02,0.0,Match
2024-05-23,Zeta Group,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,68581.48,68581.48,0.0,Match
2024-05-23,Delta LLC,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,23479.54,23479.54,0.0,Match
2024-05-23,Zeta Group,10010,10,CAD,TAXES,ACCRUED LIABILITIES,21949.62,21949.62,0.0,Match
2024-05-23,Zeta Group,10010,10,JPY,TAXES,ACCRUED LIABILITIES,50859.5,50859.5,0.0,Match
2024-05-23,Beta Ltd,10010,10,USD,TAXES,ACCRUED LIABILITIES,28753.5,29697.5,-944.0,Break
2024-05-24,Beta Ltd,10001,5,CAD,LOANS,DEFERRED COSTS,10445.31,10445.31,0.0,Match
2024-05-24,Delta LLC,10001,5,GBP,LOANS,DEFERRED COSTS,38573.66,37807.32,766.34,Break
2024-05-24,Alpha Corp,10001,5,CAD,LOANS,DEFERRED COSTS,64555.52,64555.52,0.0,Match
2024-05-24,Zeta Group,10002,3,JPY,CASH,ACCOUNTS PAYABLE,70061.27,70061.27,0.0,Match
2024-05-24,Zeta Group,10002,3,USD,CASH,ACCOUNTS PAYABLE,82069.97,82069.97,0.0,Match
2024-05-24,Delta LLC,10002,3,USD,CASH,ACCOUNTS PAYABLE,63505.58,63505.58,0.0,Match
2024-05-24,Beta Ltd,10003,7,CAD,INVESTMENTS,ACCOUNTS RECEIVABLE,88168.25,88168.25,0.0,Match
2024-05-24,Zeta Group,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,39144.36,39144.36,0.0,Match
2024-05-24,Delta LLC,10004,2,USD,EQUITY,RETAINED EARNINGS,27979.56,27979.56,0.0,Match
2024-05-24,Delta LLC,10004,2,GBP,EQUITY,RETAINED EARNINGS,1276.55,1276.55,0.0,Match
2024-05-24,Gamma Inc,10004,2,CAD,EQUITY,RETAINED EARNINGS,61607.0,61607.0,0.0,Match
2024-05-24,Beta Ltd,10004,2,EUR,EQUITY,RETAINED EARNINGS,74391.89,74391.89,0.0,Match
2024-05-24,Gamma Inc,10005,6,EUR,REVENUE,EXPENSES,63946.24,63946.24,0.0,Match
2024-05-24,Delta LLC,10005,6,GBP,REVENUE,EXPENSES,9730.25,9730.25,0.0,Match
2024-05-24,Beta Ltd,10005,6,EUR,REVENUE,EXPENSES,55332.7,55332.7,0.0,Match
2024-05-24,Gamma Inc,10007,8,EUR,BONDS,INTEREST PAYABLE,14284.6,14284.6,0.0,Match
2024-05-24,Alpha Corp,10007,8,GBP,BONDS,INTEREST PAYABLE,63061.23,63061.23,0.0,Match
2024-05-24,Alpha Corp,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,8246.54,9596.98,-1350.44,Break
2024-05-24,Beta Ltd,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,91073.25,91073.25,0.0,Match
2024-05-24,Gamma Inc,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,76355.45,76355.45,0.0,Match
2024-05-24,Beta Ltd,10008,1,USD,INVENTORY,COST OF GOODS SOLD,25750.58,25750.58,0.0,Match
2024-05-24,Beta Ltd,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,86173.08,86173.08,0.0,Match
2024-05-24,Gamma Inc,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,79949.07,79949.07,0.0,Match
2024-05-25,Gamma Inc,10001,5,EUR,LOANS,DEFERRED COSTS,57515.31,58583.74,-1068.43,Break
2024-05-25,Beta Ltd,10001,5,JPY,LOANS,DEFERRED COSTS,35803.0,35803.0,0.0,Match
2024-05-25,Alpha Corp,10001,5,GBP,LOANS,DEFERRED COSTS,16486.31,16486.31,0.0,Match
2024-05-25,Delta LLC,10004,2,USD,EQUITY,RETAINED EARNINGS,35415.73,35415.73,0.0,Match
2024-05-25,Beta Ltd,10007,8,GBP,BONDS,INTEREST PAYABLE,81154.48,80053.47,1101.01,Break
2024-05-25,Alpha Corp,10007,8,CAD,BONDS,INTEREST PAYABLE,20822.11,20822.11,0.0,Match
2024-05-25,Alpha Corp,10008,1,USD,INVENTORY,COST OF GOODS SOLD,49709.14,50808.2,-1099.06,Break
2024-05-25,Alpha Corp,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,64144.58,64144.58,0.0,Match
2024-05-25,Beta Ltd,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,48791.83,48791.83,0.0,Match
2024-05-25,Beta Ltd,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,1703.89,1703.89,0.0,Match
2024-05-25,Delta LLC,10009,9,JPY,PREPAID EXPENSES,UNBILLED REVENUE,23210.07,24339.23,-1129.16,Break
2024-05-25,Delta LLC,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,70249.35,70249.35,0.0,Match
2024-05-25,Alpha Corp,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,10563.68,10563.68,0.0,Match
2024-05-25,Delta LLC,10010,10,GBP,TAXES,ACCRUED LIABILITIES,52364.42,52364.42,0.0,Match
2024-05-25,Delta LLC,10010,10,CAD,TAXES,ACCRUED LIABILITIES,1157.73,1157.73,0.0,Match
2024-05-25,Zeta Group,10010,10,CAD,TAXES,ACCRUED LIABILITIES,14176.61,14176.61,0.0,Match
2024-05-26,Alpha Corp,10001,5,JPY,LOANS,DEFERRED COSTS,11271.02,10487.1,783.92,Break
2024-05-26,Alpha Corp,10001,5,CAD,LOANS,DEFERRED COSTS,72757.96,72757.96,0.0,Match
2024-05-26,Alpha Corp,10001,5,JPY,LOANS,DEFERRED COSTS,46631.56,46631.56,0.0,Match
2024-05-26,Beta Ltd,10001,5,USD,LOANS,DEFERRED COSTS,58312.9,58312.9,0.0,Match
2024-05-26,Gamma Inc,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,69993.67,69993.67,0.0,Match
2024-05-26,Alpha Corp,10010,10,GBP,TAXES,ACCRUED LIABILITIES,77261.25,77261.25,0.0,Match
2024-05-26,Alpha Corp,10010,10,JPY,TAXES,ACCRUED LIABILITIES,85357.06,85357.06,0.0,Match
2024-05-26,Gamma Inc,10010,10,JPY,TAXES,ACCRUED LIABILITIES,44451.21,44451.21,0.0,Match
2024-05-27,Gamma Inc,10001,5,USD,LOANS,DEFERRED COSTS,68645.68,68645.68,0.0,Match
2024-05-27,Delta LLC,10001,5,JPY,LOANS,DEFERRED COSTS,27772.84,27772.84,0.0,Match
2024-05-27,Zeta Group,10001,5,GBP,LOANS,DEFERRED COSTS,56483.76,56483.76,0.0,Match
2024-05-27,Gamma Inc,10001,5,CAD,LOANS,DEFERRED COSTS,21149.81,21149.81,0.0,Match
2024-05-27,Beta Ltd,10003,7,JPY,INVESTMENTS,ACCOUNTS RECEIVABLE,68109.06,68109.06,0.0,Match
2024-05-27,Gamma Inc,10009,9,EUR,PREPAID EXPENSES,UNBILLED REVENUE,38757.71,38757.71,0.0,Match
2024-05-27,Beta Ltd,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,65963.44,65963.44,0.0,Match
2024-05-27,Zeta Group,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,51411.73,51411.73,0.0,Match
2024-05-27,Gamma Inc,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,39999.15,39999.15,0.0,Match
2024-05-27,Alpha Corp,10010,10,GBP,TAXES,ACCRUED LIABILITIES,47284.55,47284.55,0.0,Match
2024-05-27,Gamma Inc,10010,10,USD,TAXES,ACCRUED LIABILITIES,11127.32,11127.32,0.0,Match
2024-05-27,Zeta Group,10010,10,CAD,TAXES,ACCRUED LIABILITIES,88479.89,88479.89,0.0,Match
2024-05-27,Alpha Corp,10010,10,CAD,TAXES,ACCRUED LIABILITIES,93400.66,93400.66,0.0,Match
2024-05-28,Gamma Inc,10002,3,CAD,CASH,ACCOUNTS PAYABLE,5754.9,5754.9,0.0,Match
2024-05-28,Zeta Group,10003,7,GBP,INVESTMENTS,ACCOUNTS RECEIVABLE,4124.61,4124.61,0.0,Match
2024-05-28,Zeta Group,10007,8,EUR,BONDS,INTEREST PAYABLE,8328.21,8328.21,0.0,Match
2024-05-28,Beta Ltd,10007,8,CAD,BONDS,INTEREST PAYABLE,32277.37,32277.37,0.0,Match
2024-05-28,Gamma Inc,10007,8,JPY,BONDS,INTEREST PAYABLE,33020.9,33020.9,0.0,Match
2024-05-28,Gamma Inc,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,19992.82,19992.82,0.0,Match
2024-05-28,Gamma Inc,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,3850.68,3850.68,0.0,Match
2024-05-28,Gamma Inc,10008,1,EUR,INVENTORY,COST OF GOODS SOLD,52630.29,52630.29,0.0,Match
2024-05-28,Gamma Inc,10009,9,USD,PREPAID EXPENSES,UNBILLED REVENUE,36168.1,36168.1,0.0,Match
2024-05-28,Delta LLC,10009,9,GBP,PREPAID EXPENSES,UNBILLED REVENUE,4426.06,4426.06,0.0,Match
2024-05-28,Gamma Inc,10010,10,EUR,TAXES,ACCRUED LIABILITIES,50928.03,49710.96,1217.07,Break
2024-05-28,Gamma Inc,10010,10,GBP,TAXES,ACCRUED LIABILITIES,50624.47,49469.06,1155.41,Break
2024-05-29,Gamma Inc,10001,5,EUR,LOANS,DEFERRED COSTS,78928.08,78928.08,0.0,Match
2024-05-29,Beta Ltd,10001,5,EUR,LOANS,DEFERRED COSTS,56332.57,56332.57,0.0,Match
2024-05-29,Zeta Group,10001,5,USD,LOANS,DEFERRED COSTS,64260.84,64260.84,0.0,Match
2024-05-29,Zeta Group,10003,7,USD,INVESTMENTS,ACCOUNTS RECEIVABLE,1994.46,1994.46,0.0,Match
2024-05-29,Zeta Group,10003,7,EUR,INVESTMENTS,ACCOUNTS RECEIVABLE,60745.76,60745.76,0.0,Match
2024-05-29,Delta LLC,10005,6,JPY,REVENUE,EXPENSES,10520.76,9389.51,1131.25,Break
2024-05-29,Delta LLC,10005,6,GBP,REVENUE,EXPENSES,86281.2,86281.2,0.0,Match
2024-05-29,Beta Ltd,10005,6,USD,REVENUE,EXPENSES,10924.26,10924.26,0.0,Match
2024-05-29,Gamma Inc,10005,6,EUR,REVENUE,EXPENSES,96638.81,97287.69,-648.88,Break
2024-05-29,Alpha Corp,10006,4,GBP,FIXED ASSETS,DEPRECIATION,86004.45,86004.45,0.0,Match
2024-05-29,Delta LLC,10006,4,EUR,FIXED ASSETS,DEPRECIATION,74970.37,74970.37,0.0,Match
2024-05-29,Delta LLC,10006,4,JPY,FIXED ASSETS,DEPRECIATION,67290.49,67290.49,0.0,Match
2024-05-29,Gamma Inc,10006,4,GBP,FIXED ASSETS,DEPRECIATION,61330.57,61330.57,0.0,Match
2024-05-29,Zeta Group,10008,1,GBP,INVENTORY,COST OF GOODS SOLD,33228.5,33228.5,0.0,Match
2024-05-29,Delta LLC,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,25522.38,25522.38,0.0,Match
2024-05-29,Alpha Corp,10008,1,CAD,INVENTORY,COST OF GOODS SOLD,80348.99,80348.99,0.0,Match
2024-05-29,Gamma Inc,10008,1,JPY,INVENTORY,COST OF GOODS SOLD,21847.96,21847.96,0.0,Match
2024-05-29,Gamma Inc,10009,9,CAD,PREPAID EXPENSES,UNBILLED REVENUE,98939.07,98939.07,0.0,Match
